"name","price","speed","modules","price_per_gb","color","first_word_latency","cas_latency"
"G.Skill Flare X 32 GB",191.68,"4,3200","4,8",5.99,"Black",8.75,14
"Kingston FURY Renegade 48 GB",199.99,"5,6400","2,24",4.166,"Silver / Black",10,32
"Crucial CT2K16G4DFRA266 32 GB",69.98,"4,2666","2,16",2.187,"Green",14.254,19
"G.Skill Zeta R5 Neo 192 GB",1599.99,"5,6400","4,48",8.333,"Black",10,32
"Lexar Ares OC 32 GB",122.01,"5,5200","2,16",3.813,"Black",14.615,38
"PNY XLR8 Gaming EPIC-X RGB 16 GB",69.99,"4,4000","2,8",4.374,"Black",9,18
"G.Skill Trident Z RGB 16 GB",229,"4,4400","2,8",14.312,"Black",8.182,18
"Kingston Fury Renegade RGB 32 GB",92.99,"4,3600","1,32",2.906,"Black",10,18
"Corsair Vengeance RGB Pro 128 GB",314.99,"4,3000","4,32",2.461,"Black",10.667,16
"Corsair Vengeance 16 GB",155,"3,1600","4,4",9.688,"Black / Blue",11.25,9
"TEAMGROUP Elite 4 GB",16.92,"3,1600","1,4",4.23,"Black",13.75,11
"Crucial CT8G4DFD824A 8 GB",22,"4,2400","1,8",2.75,"Green",14.167,17
"Crucial CT2K102464BD186D 16 GB",79.98,"3,1866","2,8",4.999,"Green / Black",13.934,13
"TEAMGROUP T-Force Vulcan 32 GB",116.83,"5,6000","1,32",3.651,"Red",12.667,38
"Corsair Dominator Platinum RGB 32 GB",124.99,"4,3466","2,16",3.906,"Black",9.233,16
"G.Skill Ares 16 GB",54.54,"3,2400","2,8",3.409,"Black / Blue",9.167,11
"G.Skill Trident Z5 RGB 32 GB",113.99,"5,5600","2,16",3.562,"Silver / Black",12.857,36
"Corsair Dominator Platinum RGB 32 GB",159.99,"5,5600","2,16",5,"Gray / Black",12.857,36
"Corsair Dominator Platinum RGB 32 GB",129.99,"4,3600","2,16",4.062,"Black",10,18
"G.Skill Trident Z5 RGB 32 GB",132.83,"5,6000","2,16",4.151,"Silver / Black",13.333,40
"G.Skill Aegis 64 GB",169,"4,2400","4,16",2.641,"Black / Red",12.5,15
"Corsair Vengeance LPX 32 GB",859.99,"4,4133","2,16",26.875,"Black / Yellow",9.194,19
"Corsair Vengeance RGB RT 32 GB",99.99,"4,3200","2,16",3.125,"White / Black",10,16
"Kingston FURY Beast 32 GB",102.98,"4,2666","4,8",3.218,"Black",12.003,16
"Kingston FURY Renegade 32 GB",129.49,"5,6000","1,32",4.047,"Silver / White",10.667,32
"G.Skill Trident Z Royal Elite 64 GB",277.28,"4,4266","2,32",4.332,"Gold",8.908,19
"Corsair Vengeance RGB Pro 16 GB",69.98,"4,3200","2,8",4.374,"Black",10,16
"ADATA XPG GAMMIX D10 16 GB",78.84,"4,3600","2,8",4.928,"Black",10,18
"G.Skill Sniper 16 GB",199,"3,1866","2,8",12.438,"Black / Red",9.646,9
"Patriot Viper Elite II 4 GB",17.79,"4,2666","1,4",4.447,"Red / Black",12.003,16
"Mushkin 996573 4 GB",16.8,"3,1066","2,2",4.2,"Green",13.133,7
"G.Skill Flare X 16 GB",45.09,"4,2400","2,8",2.818,"Black",12.5,15
"G.Skill Ripjaws V 256 GB",572.92,"4,2666","8,32",2.238,"Black",13.503,18
"Corsair Vengeance Performance 32 GB",66.99,"4,2666","2,16",2.093,"Black / Yellow",13.503,18
"Mushkin Redline Lumina White 32 GB",129.99,"5,6000","2,16",4.062,"White",10,30
"TEAMGROUP T-Create Classic 32 GB",91.99,"5,5600","1,32",2.875,"Black",16.429,46
"Corsair Vengeance LPX 32 GB",159.99,"4,4000","4,8",5,"Black / Yellow",9.5,19
"G.Skill Trident Z5 RGB 64 GB",214.99,"5,6000","2,32",3.359,"White / Black",10,30
"Corsair Vengeance RGB RT 32 GB",99.99,"4,3600","2,16",3.125,"Black",10,18
"Corsair Vengeance RGB Pro SL 64 GB",186.25,"4,3200","4,16",2.91,"White",10,16
"Corsair Vengeance LPX 64 GB",154.99,"4,3000","4,16",2.422,"Black",10.667,16
"Corsair Vengeance RGB Pro SL 64 GB",189.99,"4,3200","4,16",2.969,"Black",10,16
"G.Skill Trident Z RGB 64 GB",263.05,"4,3600","4,16",4.11,"Black",9.444,17
"Corsair Vengeance RGB 32 GB",127.99,"5,6000","2,16",4,"Black / Silver",12,36
"G.Skill Ripjaws V 16 GB",222,"4,3000","2,8",13.875,"Black / Red",10,15
"G.Skill Ripjaws 32 GB",89.99,"5,4800","2,16",2.812,"Black / Silver",16.667,40
"Crucial CT16G4DFRA266 16 GB",35.99,"4,2666","1,16",2.249,"Green",14.254,19
"G.Skill Ripjaws S5 32 GB",106.99,"5,6000","2,16",3.343,"Black",10.667,32
"Corsair Vengeance RGB Pro SL 128 GB",314.99,"4,3200","4,32",2.461,"Black",10,16
"Thermaltake TOUGHRAM XG RGB 16 GB",125.38,"4,4400","2,8",7.836,"White / Silver",8.636,19
"Timetec 75TT36NU2R8-16GK2 32 GB",105.99,"4,3600","2,16",3.312,"Blue",10,18
"Kingston FURY Renegade 16 GB",122.9,"5,7200","1,16",7.681,"White / Silver",10.556,38
"G.Skill NS 2 GB",10.63,"3,1333","1,2",5.315,"Green",13.503,9
"Kingston KVR1333D3S8N9/2G 2 GB",17.39,"3,1333","1,2",8.695,"Green",13.503,9
"G.Skill Ripjaws V 8 GB",22.99,"4,2400","1,8",2.874,"Red",14.167,17
"Kingston FURY Impact 16 GB",41.99,"4,3200","2,8",2.624,"Black",12.5,20
"Crucial CT2K32G52C42S5 64 GB",219.99,"5,5200","2,32",3.437,"Black",16.154,42
"Crucial CT48G56C46S5 48 GB",159.85,"5,5600","1,48",3.33,"Black",16.429,46
"G.Skill Trident Z RGB 32 GB",1321.79,"4,3200","4,8",41.306,"Black",8.75,14
"G.Skill Ripjaws S5 64 GB",197.99,"5,5600","2,32",3.094,"White",10.714,30
"Kingston FURY Renegade 64 GB",239.99,"5,6000","2,32",3.75,"Silver / Black",10.667,32
"G.Skill Sniper Gaming 16 GB",54.06,"3,1866","2,8",3.379,"Black / Red",10.718,10
"G.Skill Ripjaws V 16 GB",45.84,"4,2400","2,8",2.865,"Blue",12.5,15
"G.Skill Trident Z RGB 16 GB",54.99,"4,2666","2,8",3.437,"Black",13.503,18
"ADATA XPG CASTER RGB 16 GB",291.64,"5,6400","1,16",18.227,"Black / Silver",12.5,40
"G.Skill Value 4 GB",12.54,"3,1333","1,4",3.135,"Green",13.503,9
"Corsair Vengeance RGB Pro 16 GB",64.98,"4,3200","2,8",4.061,"Black",10,16
"G.Skill Trident Z Royal 64 GB",225.92,"4,4000","2,32",3.53,"Gold",9,18
"Patriot Viper 4 Blackout 16 GB",149.19,"4,4400","2,8",9.324,"Black",8.182,18
"Corsair Vengeance LPX 32 GB",79.98,"4,2666","2,16",2.499,"Red",12.003,16
"Corsair Vengeance LPX 16 GB",114.99,"4,3200","2,8",7.187,"Black",10,16
"Corsair Vengeance LPX 256 GB",624.99,"4,2666","8,32",2.441,"Black / Yellow",12.003,16
"Corsair Dominator Platinum RGB 32 GB",144.99,"4,4000","2,16",4.531,"Black",9.5,19
"Corsair Vengeance LPX 16 GB",84.99,"4,4000","2,8",5.312,"Black",9,18
"G.Skill Ripjaws 4 8 GB",31.72,"4,2400","2,4",3.965,"Red",12.5,15
"Corsair Vengeance LPX 8 GB",24.99,"4,2666","1,8",3.124,"Red",12.003,16
"Corsair Vengeance RGB 32 GB",296.7,"4,3466","4,8",9.272,"Black",9.233,16
"Timetec PINNACLE Konduit RGB 16 GB",44.55,"4,3200","1,16",2.784,"White",10,16
"G.Skill Aegis 8 GB",22.46,"4,2400","1,8",2.808,"Black / Red",12.5,15
"Kingston KCP421ND8/16 16 GB",33.4,"4,2133","1,16",2.087,"Green / Black",14.065,15
"Corsair Dominator Platinum RGB 32 GB",159.99,"4,3200","4,8",5,"White",10,16
"G.Skill Trident Z Royal Elite 16 GB",109.99,"4,3600","2,8",6.874,"Silver",8.889,16
"Thermaltake TOUGHRAM XG RGB 64 GB",539.99,"4,3600","2,32",8.437,"Black / Silver",10,18
"G.Skill Ripjaws 16 GB",34.99,"4,2400","2,8",2.187,"Black",13.333,16
"Crucial CT8G4SFS824A 8 GB",19.98,"4,2400","1,8",2.498,"Green / Black",14.167,17
"Corsair Vengeance RGB RT 64 GB",199.99,"4,3600","4,16",3.125,"Black",10,18
"G.Skill Trident Z RGB 16 GB",79.98,"4,3600","2,8",4.999,"Black",9.444,17
"TEAMGROUP T-Force Vulcan Z 16 GB",49.99,"4,4000","2,8",3.124,"Red",9,18
"G.Skill Trident Z Royal 128 GB",339.99,"4,3600","4,32",2.656,"Gold",10,18
"G.Skill Trident Z RGB 16 GB",169.99,"4,4600","2,8",10.624,"Black",7.826,18
"G.Skill Trident Z Royal 16 GB",89.99,"4,3600","2,8",5.624,"Silver",8.889,16
"TEAMGROUP T-Create Classic 64 GB",119.99,"4,3200","2,32",1.875,"Silver",13.75,22
"Kingston FURY Beast 8 GB",31.29,"4,3733","1,8",3.911,"Black",10.179,19
"G.Skill Ripjaws V 128 GB",458.47,"4,3200","4,32",3.582,"Red",8.75,14
"Mushkin Enhanced Essentials 64 GB",112.04,"4,2933","2,32",1.751,"Black",14.32,21
"Mushkin Redline Lumina White 32 GB",117.98,"5,6800","2,16",3.687,"White",10,34
"G.Skill Trident Z RGB 32 GB",379,"4,3600","4,8",11.844,"Black",9.444,17
"G.Skill Trident Z5 32 GB",136.57,"5,6000","2,16",4.268,"Black",13.333,40
"TEAMGROUP Elite 8 GB",21.53,"3,1600","1,8",2.691,"Black",13.75,11
"Crucial CT2KIT204864BF160B 32 GB",327.61,"3,1600","2,16",10.238,"Black / Green",13.75,11
"Gigabyte DESIGNARE 64 GB",221.9,"4,3200","2,32",3.467,"White / Black",10,16
"ADATA AD5U480016G-DT 32 GB",136,"5,4800","2,16",4.25,"Black",16.667,40
"OLOy Blade RGB 32 GB",154.99,"5,7600","2,16",4.843,"Black",9.474,36
"Corsair XMS2 2 GB",74.95,"2,800","2,1",37.475,"Black / Purple",10,4
"G.Skill Value 8 GB",17.48,"3,1600","1,8",2.185,"Black",13.75,11
"Mushkin Essentials 8 GB",15.45,"3,1600","1,8",1.931,"Black / Green",13.75,11
"Corsair Vengeance LPX 32 GB",250.3,"4,2666","2,16",7.822,"White",12.003,16
"TEAMGROUP T-Force Xtreem ARGB 32 GB",106.6,"4,3200","2,16",3.331,"White",10,16
"Patriot Signature Line 4 GB",17.79,"4,2666","1,4",4.447,"",14.254,19
"Kingston FURY Beast RGB 32 GB",90.75,"4,3200","1,32",2.836,"Black / Silver",10,16
"Crucial CT32G48C40S5 32 GB",87.25,"5,4800","1,32",2.727,"Black",16.667,40
"Corsair Dominator Platinum RGB 64 GB",264.99,"4,3600","4,16",4.14,"Black",8.889,16
"Crucial CT2K8G4SFS832A 16 GB",57.19,"4,3200","2,8",3.574,"Green / Black",13.75,22
"TEAMGROUP T-Force Vulcan 32 GB",94.99,"5,5600","2,16",2.968,"Red",12.857,36
"TEAMGROUP Elite Plus 16 GB",45.99,"5,4800","1,16",2.874,"Black",16.667,40
"Kingston FURY Renegade Pro 32 GB",149.99,"5,5600","1,32",4.687,"Black",10,28
"Kingston KVR16R11D4/8I 8 GB",11.95,"3,1600","1,8",1.494,"Green",13.75,11
"G.Skill Trident Z Royal 32 GB",128.22,"4,3200","2,16",4.007,"Gold",10,16
"Kingston Fury Renegade RGB 32 GB",99.99,"4,3200","2,16",3.125,"Black",10,16
"Lexar Ares RGB 16 GB",78.33,"4,4000","2,8",4.896,"White",9,18
"Kingston FURY Beast RGB 32 GB",118.18,"5,5600","1,32",3.693,"Black",12.857,36
"TEAMGROUP T-Force Vulcan alpha 32 GB",94.99,"5,6000","2,16",2.968,"Red",12.667,38
"Patriot Viper Venom RGB 64 GB",187.99,"5,5600","2,32",2.937,"Black / White",14.286,40
"Kingston FURY Beast 16 GB",45,"4,2666","1,16",2.812,"Black",12.003,16
"VisionTek Adrenaline 4 GB",109.89,"2,800","1,4",27.473,"Green",15,6
"Corsair ValueSelect 32 GB",79.98,"4,2666","1,32",2.499,"Black",13.503,18
"Kingston HyperX 8 GB",77.58,"3,1600","2,4",9.697,"Blue / Silver",11.25,9
"Kingston KVR13N9K2/16 16 GB",118.97,"3,1333","2,8",7.436,"Green",13.503,9
"G.Skill Ripjaws 32 GB",79.76,"4,2133","4,8",2.493,"Red",14.065,15
"G.Skill Ripjaws V 8 GB",34.99,"4,3200","2,4",4.374,"Red",10,16
"Thermaltake TOUGHRAM RGB 16 GB",129.99,"4,3200","2,8",8.124,"White / Silver",10,16
"Kingston Fury Renegade RGB 64 GB",299.85,"4,3600","4,16",4.685,"Black / Silver",8.889,16
"Corsair Dominator Platinum RGB 32 GB",174.99,"5,6200","2,16",5.468,"Black",11.613,36
"Kingston FURY Renegade Pro 256 GB",1446.73,"5,6000","8,32",5.651,"Black",10.667,32
"Kingston ValueRAM 2 GB",12.4,"2,667","1,2",6.2,"Green",14.993,5
"Corsair Vengeance 12 GB",74.98,"3,1600","3,4",6.248,"Black / Silver",11.25,9
"Corsair Vengeance LP 16 GB",79.98,"3,1600","2,8",4.999,"Black / Yellow",11.25,9
"Kingston HyperX Fury 4 GB",39.79,"3,1866","1,4",9.947,"Blue / Silver",10.718,10
"TEAMGROUP T-Force Vulcan Z 8 GB",26.85,"4,3600","1,8",3.356,"Red / Black",10,18
"Corsair Dominator Platinum RGB 16 GB",72,"4,3200","2,8",4.5,"Black",10,16
"Kingston ValueRAM 32 GB",111.42,"5,5600","1,32",3.482,"Green / Black",16.429,46
"Crucial CT2K32G56C46S5 64 GB",209.99,"5,5600","2,32",3.281,"Black",16.429,46
"Kingston FURY Impact 32 GB",75.98,"4,3200","2,16",2.374,"Black",12.5,20
"Mushkin Redline 32 GB",126.21,"4,3200","2,16",3.944,"White",8.75,14
"Crucial CT32G56C46S5 32 GB",100.99,"5,5600","1,32",3.156,"Black",16.429,46
"Crucial CT16G56C46S5 16 GB",54.74,"5,5600","1,16",3.421,"Black",16.429,46
"Mushkin Redline Lumina 32 GB",154.99,"4,4133","2,16",4.843,"White",9.194,19
"Corsair Dominator Platinum RGB 32 GB",164.99,"5,5600","2,16",5.156,"Black / Silver",12.857,36
"G.Skill Trident Z Neo 64 GB",541.04,"4,3600","4,16",8.454,"Silver / Black",8.889,16
"TEAMGROUP T-Force Delta RGB 64 GB",134.99,"4,3200","2,32",2.109,"Black",10,16
"Patriot Viper Venom RGB 32 GB",122.99,"5,7000","2,16",3.843,"Black / White",11.429,40
"Lexar Ares RGB 16 GB",78.9,"4,3866","2,8",4.931,"White",9.312,18
"Patriot Viper Venom RGB 32 GB",112.99,"5,6400","2,16",3.531,"Black / White",12.5,40
"G.Skill NS 16 GB",39.47,"4,2400","2,8",2.467,"Black",12.5,15
"Corsair Vengeance RGB Pro 32 GB",823.96,"4,4266","4,8",25.749,"Black",8.908,19
"Patriot Viper Xtreme 5 RGB 48 GB",237.99,"5,7600","2,24",4.958,"Black",9.474,36
"Kingston FURY Renegade Pro 16 GB",79.99,"5,4800","1,16",4.999,"Black",15,36
"G.Skill Ripjaws V 64 GB",929.17,"4,3600","4,16",14.518,"Black",7.778,14
"Corsair Dominator Platinum RGB 64 GB",224.99,"5,5600","2,32",3.515,"Black",14.286,40
"Corsair Vengeance RGB Pro 32 GB",564.26,"4,3200","4,8",17.633,"Black",8.75,14
"Silicon Power SP008GBLFU213B02 8 GB",19.01,"4,2133","1,8",2.376,"",14.065,15
"Kingston FURY Renegade 16 GB",172.7,"5,8000","1,16",10.794,"Silver / Black",9.5,38
"Kingston HyperX 16 GB",279.95,"3,1600","4,4",17.497,"Blue / Silver",11.25,9
"Corsair XMS3 16 GB",79.98,"3,1600","2,8",4.999,"Black / Silver",11.25,9
"Samsung M393B2G70BH0-YH9 16 GB",28.6,"3,1333","1,16",1.788,"Black / Green",13.503,9
"Kingston FURY Beast RGB 16 GB",77.64,"5,5600","1,16",4.853,"Black",14.286,40
"PNY XLR8 Gaming EPIC-X RGB 16 GB",142.99,"4,3600","2,8",8.937,"White",10,18
"Patriot Viper Venom RGB 32 GB",134.99,"5,7200","2,16",4.218,"Black / White",11.111,40
"Mushkin Enhanced Essentials 16 GB",49.92,"4,3200","2,8",3.12,"Black",13.75,22
"Patriot Extreme Performance 4 GB",43.1,"2,800","2,2",10.775,"Black / Green",12.5,5
"Kingston KVR16E11S8/4 4 GB",27.75,"3,1600","1,4",6.938,"Green",13.75,11
"VisionTek 901513 32 GB",389.99,"5,4800","1,32",12.187,"",16.667,40
"Crucial CT2KIT102464BF160B 16 GB",28,"3,1600","2,8",1.75,"Green",13.75,11
"Mushkin Redline Lumina 64 GB",171.43,"4,3600","2,32",2.679,"White",8.889,16
"G.Skill Trident Z5 RGB 32 GB",112.99,"5,6000","2,16",3.531,"White / Black",10.667,32
"Silicon Power XPOWER Zenith RGB Gaming 64 GB",184.99,"5,6000","2,32",2.89,"Black",10,30
"Corsair Vengeance RGB Pro SL 16 GB",64.98,"4,3600","2,8",4.061,"Black",10,18
"Kingston FURY Impact 16 GB",71.98,"5,6000","1,16",4.499,"Black",12.667,38
"Kingston KVR21R15D4/16 16 GB",29,"4,2133","1,16",1.812,"Black / Green",14.065,15
"G.Skill Trident Z5 32 GB",112.99,"5,6000","2,16",3.531,"Silver / Black",12,36
"Mushkin Redline Lumina 16 GB",85.5,"4,3600","2,8",5.344,"Black",7.778,14
"Mushkin Enhanced Redline Stiletto 64 GB",125.99,"4,3200","2,32",1.969,"Black",10,16
"G.Skill F4-3200C16D-32GTZ 32 GB",67.7,"4,3200","2,16",2.116,"Gray / Red",10,16
"G.Skill Trident Z RGB 16 GB",99.99,"4,4000","2,8",6.249,"Black",8,16
"TEAMGROUP Elite 64 GB",160.99,"5,4800","2,32",2.515,"Black",16.667,40
"Thermaltake TOUGHRAM 16 GB",141.99,"4,3600","2,8",8.874,"White / Silver",10,18
"G.Skill Trident Z RGB 32 GB",1089.08,"4,4000","4,8",34.034,"Black",7.5,15
"Corsair Vengeance RGB RT 16 GB",64,"4,3200","2,8",4,"Black",10,16
"Kingston FURY Renegade 16 GB",59.95,"4,3200","1,16",3.747,"Black",10,16
"Corsair XMS3 16 GB",94.99,"3,1333","4,4",5.937,"Black / Silver",13.503,9
"G.Skill Sniper 32 GB",110.87,"3,2133","4,8",3.465,"Black / Red",9.376,10
"Corsair Vengeance LPX 16 GB",59.93,"4,2400","2,8",3.746,"Red",11.667,14
"Corsair Vengeance LPX 64 GB",497.64,"4,3333","4,16",7.776,"Black / Yellow",9.601,16
"Kingston FURY Beast 4 GB",33.69,"4,3200","1,4",8.422,"Black",10,16
"Corsair XMS2 4 GB",105,"2,800","2,2",26.25,"Black / White",12.5,5
"Crucial CT102464BA160B 8 GB",19.89,"3,1600","1,8",2.486,"Green",13.75,11
"G.Skill Ripjaws 16 GB",62.48,"4,2666","4,4",3.905,"Red",11.253,15
"Kingston ValueRAM 16 GB",57.98,"4,2400","1,16",3.624,"Black / Green",14.167,17
"Kingston ValueRAM 32 GB",77.97,"4,3200","1,32",2.437,"",13.75,22
"Kingston Fury Renegade RGB 16 GB",96.45,"5,6400","1,16",6.028,"Silver / Black",10,32
"G.Skill Zeta R5 128 GB",1310.74,"5,6000","8,16",10.24,"Black / White",10,30
"Kingston FURY Renegade 16 GB",137.44,"5,7600","1,16",8.59,"Silver / Black",10,38
"Mushkin Redline 32 GB",54.99,"4,2666","2,16",1.718,"",12.003,16
"TEAMGROUP T-Create Expert 32 GB",251.02,"4,3600","2,16",7.844,"Gray",7.778,14
"G.Skill Ripjaws 4 GB",20.56,"4,2666","1,4",5.14,"Black / Blue",13.503,18
"Kingston KCP424SS6/4 4 GB",9.94,"4,2400","1,4",2.485,"Green / Black",14.167,17
"Kingston FURY Impact 16 GB",62.98,"5,5600","1,16",3.936,"Black",14.286,40
"G.Skill Trident Z 32 GB",111.99,"5,6000","2,16",3.5,"White / Black",12,36
"G.Skill Ares 16 GB",35.99,"3,1600","2,8",2.249,"Blue",12.5,10
"G.Skill Trident Z Royal 32 GB",131.25,"4,3600","2,16",4.102,"Silver",10,18
"Mushkin Enhanced Redline Stiletto 64 GB",134.99,"4,3600","2,32",2.109,"Black / Silver",10,18
"Kingston FURY Renegade 32 GB",139.98,"5,6400","1,32",4.374,"Silver / White",10,32
"Mushkin Essentials 16 GB",25.44,"3,1600","2,8",1.59,"Black / Green",13.75,11
"G.Skill Ripjaws V 16 GB",144.99,"4,4400","2,8",9.062,"Black",7.273,16
"Kingston Server Premier 16 GB",63.55,"4,3200","1,16",3.972,"",13.75,22
"TEAMGROUP T-Create Classic 16 GB",46.99,"5,5600","1,16",2.937,"Black",16.429,46
"G.Skill Ripjaws X 16 GB",111.72,"3,2133","2,8",6.982,"Black / Blue",9.376,10
"G.Skill Ripjaws 32 GB",86.82,"4,2400","4,8",2.713,"Red",12.5,15
"Corsair Vengeance RGB RS 64 GB",257.27,"4,3200","4,16",4.02,"Black / Gray",10,16
"Mushkin Redline 16 GB",59.6,"4,3200","2,8",3.725,"White",8.75,14
"G.Skill Trident Z Royal 32 GB",274.14,"4,4000","4,8",8.567,"Silver",8.5,17
"Corsair Vengeance RGB Pro 32 GB",298.87,"4,4000","2,16",9.34,"Black",9,18
"Kingston FURY Renegade 64 GB",159.99,"4,3200","2,32",2.5,"Black",10,16
"Crucial CT2K8G52C42S5 16 GB",55.99,"5,5200","2,8",3.499,"Black",16.154,42
"G.Skill Ripjaws V 16 GB",63.99,"4,3200","2,8",3.999,"Black",9.375,15
"Corsair Vengeance RGB Pro 16 GB",59.99,"4,2933","2,8",3.749,"Black",10.91,16
"G.Skill Ripjaws 4 GB",17.48,"3,1600","1,4",4.37,"Black / Red",11.25,9
"G.Skill Aegis 16 GB",85,"4,2400","2,8",5.312,"Black / Red",12.5,15
"Corsair Vengeance LPX 32 GB",283.24,"4,3200","2,16",8.851,"Black / Yellow",10,16
"TEAMGROUP T-Force Xtreem ARGB 16 GB",85,"4,4000","2,8",5.312,"Black",9,18
"Kingston ValueRAM 8 GB",26.24,"4,2666","1,8",3.28,"Green",14.254,19
"TEAMGROUP T-Force Delta RGB 16 GB",149.99,"4,3600","1,16",9.374,"Black",10,18
"Corsair WS 64 GB",459.99,"5,6400","4,16",7.187,"Black",10,32
"Kingston Fury Renegade RGB 24 GB",173.9,"5,7200","1,24",7.246,"Silver / Black",10.556,38
"Kingston KVR16LN11K2/8 8 GB",62.36,"3,1600","2,4",7.795,"Black / Green",13.75,11
"Kingston Server Premier 64 GB",208.91,"4,2666","1,64",3.264,"",14.254,19
"Timetec PINNACLE Konduit 8 GB",21.99,"4,3200","1,8",2.749,"Black",10,16
"Kingston FURY Renegade Pro 256 GB",1315,"5,4800","8,32",5.137,"Black",15,36
"TEAMGROUP Elite 32 GB",82.99,"5,4800","2,16",2.593,"Black",16.667,40
"Mushkin Redline 96 GB",234.99,"5,4800","2,48",2.448,"Black",16.667,40
"TEAMGROUP T-Create Classic 32 GB",93.99,"5,5600","2,16",2.937,"Black",16.429,46
"Crucial CT16G3ERSLD4160B 16 GB",25.97,"3,1600","1,16",1.623,"Black / Green",13.75,11
"G.Skill Trident Z Royal 64 GB",282.81,"4,3600","4,16",4.419,"Silver",8.889,16
"Patriot Viper Venom RGB 64 GB",182.99,"5,5200","2,32",2.859,"Black / White",15.385,40
"G.Skill Trident Z5 RGB 32 GB",115.99,"5,5600","2,16",3.625,"Black",10.714,30
"Kingston FURY Beast 64 GB",188,"4,3600","4,16",2.938,"Black",10,18
"G.Skill Ripjaws 16 GB",33.99,"3,1866","2,8",2.124,"",11.79,11
"Corsair Vengeance RGB RT 128 GB",334.99,"4,3600","4,32",2.617,"Black",10,18
"G.Skill Ripjaws S5 64 GB",186.99,"5,5200","2,32",2.922,"Black",13.846,36
"G.Skill F4-3200C16Q2-128GTZ 128 GB",367.54,"4,3200","8,16",2.871,"Gray / Red",10,16
"G.Skill Trident Z5 RGB 32 GB",195.05,"5,5600","2,16",6.095,"White / Black",10.714,30
"ADATA XPG LANCER RGB 32 GB",125.79,"5,6800","2,16",3.931,"Black",10,34
"Kingston FURY Renegade Pro 128 GB",783.06,"5,6400","4,32",6.118,"Black",10,32
"G.Skill Ripjaws X 8 GB",22.83,"3,1600","1,8",2.854,"Black / Red",12.5,10
"Crucial CT2K16G4DFD8213 32 GB",104,"4,2133","2,16",3.25,"Black / Green",14.065,15
"Samsung M471A4G43MB1 32 GB",90.95,"4,2666","1,32",2.842,"Green / Black",14.254,19
"G.Skill Ares 8 GB",99.95,"3,1600","2,4",12.494,"Black / Blue",11.25,9
"Corsair Vengeance 16 GB",84.99,"3,1600","2,8",5.312,"Black / Silver",11.25,9
"Corsair Vengeance LPX 64 GB",315,"4,2666","4,16",4.922,"White",12.003,16
"G.Skill Trident Z RGB 16 GB",63.67,"4,3600","2,8",3.979,"Black",10.556,19
"TEAMGROUP T-Force Vulcan Z 16 GB",44.88,"4,2666","2,8",2.805,"Red",13.503,18
"G.Skill Ripjaws V 256 GB",623.11,"4,3200","8,32",2.434,"Black",10,16
"Mushkin Redline Lumina 64 GB",206.99,"4,3600","2,32",3.234,"White",10,18
"G.Skill Ripjaws 4 GB",21.44,"3,1600","2,2",5.36,"Black / Red",11.25,9
"Kingston HyperX Fury 64 GB",449,"4,3466","2,32",7.016,"Black",9.81,17
"Silicon Power SU032GBSFU320F22AF 32 GB",54.99,"4,3200","2,16",1.718,"Black",13.75,22
"Crucial CT2K32G48C40S5 64 GB",170.57,"5,4800","2,32",2.665,"Black",16.667,40
"G.Skill Trident Z Royal 16 GB",154.99,"4,3600","2,8",9.687,"Silver",7.778,14
"Mushkin Redline Lumina White 64 GB",216.98,"5,6000","2,32",3.39,"White",10,30
"Corsair Vengeance RGB Pro 16 GB",149.35,"4,4000","2,8",9.334,"Black",8,16
"G.Skill Trident Z Royal 64 GB",214.99,"4,3600","2,32",3.359,"Silver",8.889,16
"G.Skill Trident Z Royal 64 GB",209.99,"4,3600","2,32",3.281,"Gold",8.889,16
"Corsair Dominator Platinum RGB 64 GB",264.99,"4,3600","4,16",4.14,"Black",8.889,16
"G.Skill Sniper 16 GB",57.93,"3,2400","2,8",3.621,"Black / Red",9.167,11
"Patriot Viper 4 32 GB",119.57,"4,3200","2,16",3.737,"Red / Black",10,16
"G.Skill Trident Z5 RGB 32 GB",117.99,"5,5600","2,16",3.687,"Black",10.714,30
"Crucial CT2K16G4DFD832A 32 GB",69.98,"4,3200","2,16",2.187,"Green / Black",13.75,22
"OLOy WarHawk RGB 64 GB",134.99,"4,3200","2,32",2.109,"Black",10,16
"Kingston FURY Renegade 16 GB",345.98,"4,4800","2,8",21.624,"Black",7.917,19
"Kingston FURY Renegade 48 GB",279.99,"5,7200","2,24",5.833,"Silver / Black",10.556,38
"Kingston FURY Renegade Pro 32 GB",152.44,"5,4800","1,32",4.764,"Black",15,36
"Crucial CT16G4WFD8266 16 GB",84.99,"4,2666","1,16",5.312,"Green",14.254,19
"Corsair Dominator Platinum RGB 32 GB",109.99,"4,3200","2,16",3.437,"Black",10,16
"Corsair Dominator Platinum RGB 16 GB",84.99,"4,3600","2,8",5.312,"Black",10,18
"G.Skill Ripjaws X 16 GB",52.45,"3,1866","2,8",3.278,"Black / Red",10.718,10
"Corsair Vengeance RGB RT 16 GB",62.57,"4,3200","2,8",3.911,"White / Black",10,16
"Kingston FURY Beast RGB 32 GB",115.63,"5,4800","1,32",3.613,"Black",15.833,38
"Kingston FURY Beast RGB 32 GB",122.55,"5,5600","1,32",3.83,"Black",14.286,40
"Kingston FURY Beast 16 GB",53.59,"4,3733","1,16",3.349,"Black",10.179,19
